countA, countB, T, UDC, VRF
23V, 8.6*1e-6<built-in method now of type object at 0x00007FF8D81B3AB0>VOcto = 45V
300,15, 1204.7094724178314, -3.5, 420
300,6, 1205.0042736530304, -3.5, 420
300,3, 1205.2984421253204, -4.0, 420
300,1, 1205.5943202972412, -4.0, 420
300,2, 1205.8905284404755, -4.5, 420
300,1, 1206.186321258545, -4.5, 420
300,0, 1206.482079744339, -5.0, 420
300,0, 1206.7754380702972, -5.0, 420
300,0, 1207.0727496147156, -5.0, 421
299,0, 1207.3705425262451, -5.0, 421
300,1, 1207.6670815944672, -4.5, 421
299,0, 1207.9626989364624, -4.5, 421
300,4, 1208.2567789554596, -4.0, 421
300,1, 1208.5525164604187, -4.0, 421
300,15, 1208.8456892967224, -3.5, 421
300,7, 1209.1408989429474, -3.5, 421
300,17, 1209.4424540996552, -3.0, 421
300,18, 1209.7393412590027, -3.0, 421
300,21, 1210.0359632968903, -2.5, 421
300,20, 1210.3307251930237, -2.5, 421
300,25, 1210.6259353160858, -2.0, 421
300,32, 1210.9233782291412, -2.0, 421
300,23, 1211.2199161052704, -1.5, 421
300,34, 1211.5154166221619, -1.5, 421
300,38, 1211.812457561493, -1.0, 421
300,24, 1212.1080119609833, -1.0, 421
300,32, 1212.4016563892365, -0.5, 421
300,33, 1212.6998999118805, -0.5, 421
300,30, 1212.9952900409698, 0.0, 421
300,28, 1213.29168009758, 0.0, 421
300,30, 1213.5859534740448, 0.5, 421
300,29, 1213.8816912174225, 0.5, 421
300,37, 1214.1766777038574, 1.0, 421
300,37, 1214.4745774269104, 1.0, 421
299,34, 1214.770780324936, 1.5, 421
300,29, 1215.0663619041443, 1.5, 421
300,36, 1215.3616306781769, 2.0, 421
300,29, 1215.6546959877014, 2.0, 421
300,44, 1215.9496319293976, 2.5, 421
300,34, 1216.2458670139313, 2.5, 421
300,36, 1216.543425321579, 3.0, 421
300,41, 1216.8388330936432, 3.0, 421
300,29, 1217.1325995922089, 3.5, 421
300,37, 1217.4282867908478, 3.5, 421
300,39, 1217.7234163284302, 4.0, 421
300,29, 1218.0198142528534, 4.0, 421
300,44, 1218.316987991333, 4.5, 421
300,36, 1218.6134934425354, 4.5, 421
300,26, 1218.909987449646, 4.5, 421
300,41, 1219.2077996730804, 4.5, 421
300,46, 1219.501564502716, 4.0, 421
300,41, 1219.7987959384918, 4.0, 421
300,36, 1220.0932099819183, 3.5, 421
300,34, 1220.385981798172, 3.5, 421
300,38, 1220.6827120780945, 3.0, 421
300,30, 1220.9750390052795, 3.0, 421
300,26, 1221.2709259986877, 2.5, 421
299,26, 1221.567162513733, 2.5, 421
300,34, 1221.8633666038513, 2.0, 421
300,32, 1222.1569004058838, 2.0, 421
300,50, 1222.4514200687408, 1.5, 421
300,34, 1222.748272895813, 1.5, 421
300,33, 1223.0446627140045, 1.0, 421
300,38, 1223.3426082134247, 1.0, 421
300,31, 1223.6375350952148, 0.5, 421
300,26, 1223.9334688186646, 0.5, 421
300,35, 1224.2287945747375, 0.0, 421
300,27, 1224.5245411396027, 0.0, 421
300,39, 1224.8209512233734, -0.5, 421
