countA, countB, T
300,13, 930.0636312961578
301,5, 931.1515305042267
300,13, 932.2484178543091
300,9, 933.3424761295319
300,12, 934.4420473575592
300,10, 935.5395617485046
300,15, 936.6347291469574
300,12, 937.7268431186676
300,9, 938.8236153125763
300,7, 939.9163393974304
301,7, 941.0169246196747
300,13, 942.1126906871796
300,15, 943.2055926322937
300,14, 944.3022763729095
300,10, 945.3973412513733
300,7, 946.4946441650391
300,18, 947.5911111831665
300,10, 948.6854908466339
301,12, 949.7819015979767
300,4, 950.8744041919708
300,15, 951.9699835777283
300,13, 953.0684337615967
300,9, 954.1639511585236
300,12, 955.2605409622192
300,15, 956.3597822189331
300,10, 957.4575374126434
300,8, 958.5562436580658
300,7, 959.6521129608154
300,16, 960.749838590622
300,14, 961.8487403392792
300,15, 962.9462859630585
300,11, 964.0439772605896
300,9, 965.1419489383698
300,8, 966.235466003418
300,12, 967.3337259292603
300,7, 968.4274735450745
301,8, 969.5222134590149
301,11, 970.6190359592438
300,19, 971.7160696983337
300,7, 972.8027176856995
300,16, 973.8989903926849
300,10, 974.9929196834564
300,8, 976.0884838104248
300,14, 977.1838011741638
300,11, 978.281867980957
301,10, 979.3742418289185
300,10, 980.468966960907
300,12, 981.5633764266968
300,16, 982.6585423946381
300,10, 983.7517447471619
300,11, 984.8500022888184
300,6, 985.9354727268219
300,8, 987.0339932441711
300,14, 988.1295297145844
301,15, 989.228346824646
300,14, 990.327862739563
300,17, 991.4141051769257
300,12, 992.5086386203766
300,13, 993.6072599887848
300,7, 994.706433057785
300,11, 995.8033559322357
300,12, 996.9023413658142
301,16, 997.9996461868286
300,14, 999.0952880382538
300,13, 1000.1914401054382
300,14, 1001.287023305893
300,5, 1002.3848903179169
300,7, 1003.4829499721527
300,8, 1004.5810821056366
300,16, 1005.6787688732147
300,16, 1006.7744512557983
301,11, 1007.8722491264343
300,11, 1008.967166185379
300,10, 1010.0631651878357
300,10, 1011.1615154743195
300,14, 1012.2563824653625
300,11, 1013.3531291484833
300,10, 1014.4508411884308
300,10, 1015.5392107963562
300,14, 1016.6343553066254
300,11, 1017.7315678596497
300,17, 1018.8240365982056
300,9, 1019.9201490879059
300,6, 1021.0174806118011
300,11, 1022.1142642498016
300,6, 1023.2079484462738
300,13, 1024.3028571605682
300,14, 1025.4000487327576
300,11, 1026.4845883846283
301,15, 1027.5700080394745
300,12, 1028.6646790504456
300,8, 1029.7563495635986
300,11, 1030.8521001338959
300,10, 1031.9499418735504
300,6, 1033.0338625907898
300,17, 1034.1315445899963
300,18, 1035.2267920970917
301,11, 1036.3195884227753
300,12, 1037.4178214073181
300,7, 1038.5141923427582
300,8, 1039.6127848625183
300,10, 1040.7092888355255
300,11, 1041.806955575943
300,7, 1042.903517961502
300,16, 1044.0006380081177
301,12, 1045.091560125351
300,7, 1046.1881494522095
300,7, 1047.286693096161
300,7, 1048.3833589553833
300,7, 1049.479906797409
300,13, 1050.5657141208649
300,19, 1051.6602504253387
300,14, 1052.7589390277863
301,20, 1053.8589124679565
300,15, 1054.9548318386078
300,11, 1056.0555560588837
300,12, 1057.1515786647797
300,9, 1058.248949289322
300,16, 1059.3436620235443
300,8, 1060.4294822216034
300,5, 1061.5255336761475
300,15, 1062.6183660030365
301,13, 1063.713996887207
300,10, 1064.7990562915802
300,7, 1065.894291639328
300,6, 1066.9918928146362
300,16, 1068.0881786346436
300,8, 1069.1835930347443
300,11, 1070.2775659561157
300,8, 1071.3732359409332
300,12, 1072.4692389965057
301,14, 1073.556240081787
300,7, 1074.65163564682
300,9, 1075.7487914562225
300,13, 1076.8471760749817
300,13, 1077.9427771568298
300,9, 1079.0435893535614
300,14, 1080.1412267684937
300,10, 1081.2356724739075
301,8, 1082.3342034816742
301,4, 1083.4320814609528
300,9, 1084.5276412963867
300,6, 1085.6219127178192
300,16, 1086.7189090251923
300,13, 1087.8198564052582
300,12, 1088.9166235923767
300,13, 1090.0111434459686
300,13, 1091.1084580421448
301,11, 1092.2027258872986
300,14, 1093.3018131256104
300,15, 1094.4013032913208
300,18, 1095.499683380127
300,13, 1096.59756731987
300,17, 1097.6929819583893
300,14, 1098.7870886325836
300,5, 1099.8829507827759
301,10, 1100.977928161621
300,7, 1102.074366569519
300,12, 1103.170222043991
300,13, 1104.269730091095
300,7, 1105.367778301239
300,15, 1106.464144229889
300,9, 1107.5638146400452
300,10, 1108.659770488739
300,8, 1109.7564754486084
301,10, 1110.8542532920837
300,9, 1111.9521901607513
300,6, 1113.0430808067322
300,15, 1114.1384935379028
300,14, 1115.2358844280243
300,13, 1116.336681842804
300,14, 1117.4319489002228
300,6, 1118.5318315029144
300,17, 1119.6324734687805
300,16, 1120.7309322357178
300,12, 1121.8272099494934
300,20, 1122.926751613617
300,8, 1124.019903421402
300,14, 1125.1162688732147
300,9, 1126.2122340202332
300,6, 1127.3075549602509
300,11, 1128.4034187793732
301,10, 1129.4946870803833
300,10, 1130.5913245677948
300,10, 1131.6883590221405
300,17, 1132.784514427185
300,14, 1133.881131887436
300,9, 1134.9748103618622
300,10, 1136.0695736408234
300,10, 1137.1657156944275
300,11, 1138.2632319927216
301,12, 1139.359245300293
300,7, 1140.457375049591
300,13, 1141.5559957027435
300,12, 1142.6479313373566
300,9, 1143.747576713562
300,10, 1144.8449985980988
300,9, 1145.9421918392181
300,14, 1147.0369277000427
301,14, 1148.1285364627838
300,12, 1149.2286853790283
300,13, 1150.324070930481
300,9, 1151.4235212802887
300,15, 1152.5238258838654
300,6, 1153.6222355365753
300,7, 1154.7154302597046
300,6, 1155.8117742538452
301,12, 1156.9059438705444
300,8, 1158.0042145252228
300,9, 1159.1010038852692
300,18, 1160.195639371872
300,17, 1161.2907145023346
